Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2023-09-27 00:00:00,0.0,61.833333333333336,1144.04,139.0,1005.04,0.0,0.0,0.0,0.0,29.08333333333333,0.0,0.0
2023-09-27 01:00:00,0.0,59.833333333333336,604.0799999999999,24.0,580.0799999999999,0.0,0.0,0.0,0.0,28.825,0.0,0.0
2023-09-27 02:00:00,0.0,58.333333333333336,349.53000000000003,-225.0,574.53,0.0,0.0,0.0,0.0,28.666666666666668,0.0,0.0
2023-09-27 03:00:00,0.0,56.91666666666666,1076.37,-23.0,1099.37,0.0,0.0,0.0,0.0,28.666666666666668,0.0,0.0
2023-09-27 04:00:00,0.0,55.16666666666666,347.48,21.0,326.48,0.0,0.0,0.0,0.0,28.491666666666664,0.0,0.0
2023-09-27 05:00:00,0.0,52.16666666666666,2695.75,1113.0,1582.75,0.0,0.0,0.0,0.0,28.741666666666664,0.0,0.0
2023-09-27 06:00:00,0.0,48.41666666666666,942.21,134.0,808.21,0.0,0.0,110.99166666666667,83.83333333333333,28.73333333333333,724.264705882353,724.264705882353
2023-09-27 07:00:00,1734.83,46.66666666666666,60.610000000000014,151.0,1644.44,0.375,0.2416666666666666,248.275,186.60833333333332,29.875,1786.1764705882351,51.346470588235206
2023-09-27 08:00:00,18768.64,52.25,-15255.61,310.0,3203.03,2.966666666666667,1.2666666666666666,429.0416666666667,190.03333333333333,33.825,2986.9117647058824,-15781.728235294117
2023-09-27 09:00:00,51656.15,82.25,-25349.89,19531.0,6775.26,6.325,6.041666666666667,456.45,232.36666666666667,43.89166666666667,4102.217647058824,-47553.93235294118
2023-09-27 10:00:00,38176.66,100.0,-193.11,28729.0,9254.55,4.483333333333333,4.0,444.69166666666666,300.6,48.38333333333333,4449.711764705882,-33726.94823529412
2023-09-27 11:00:00,92193.21,100.0,-290.81,85853.0,6049.4,10.808333333333332,10.466666666666669,430.0416666666667,290.25,63.225,4237.235294117647,-87955.97470588236
2023-09-27 12:00:00,96368.28,100.0,-384.45,90600.0,5383.83,11.2,10.966666666666669,432.875,290.19166666666666,69.375,4147.788235294118,-92220.49176470588
2023-09-27 13:00:00,104282.97,100.0,-388.93,86694.0,17200.04,12.383333333333333,12.225,422.5333333333333,282.94166666666666,76.69166666666666,3792.176470588235,-100490.79352941176
2023-09-27 14:00:00,94883.68,100.0,-385.27,86325.0,8173.41,11.183333333333332,10.941666666666668,426.73333333333335,286.55,75.72500000000001,2767.94705882353,-92115.73294117647
2023-09-27 15:00:00,80408.16,100.0,-383.84,71245.0,8779.32,9.308333333333334,9.166666666666666,434.64166666666665,289.7916666666667,70.95,1911.7176470588236,-78496.44235294119
2023-09-27 16:00:00,56018.74,100.0,-387.86,51469.0,4161.88,6.4,6.25,441.3666666666666,295.775,62.04166666666666,623.4411764705883,-55395.29882352941
2023-09-27 17:00:00,28657.69,100.0,-321.32,19952.0,8384.37,3.225,3.158333333333333,449.775,291.03333333333336,51.91666666666666,0.0,-28657.69
2023-09-27 18:00:00,2231.38,99.0,506.91,884.0,1854.29,0.4333333333333333,0.375,245.41666666666663,190.075,38.34166666666667,0.0,-2231.38
2023-09-27 19:00:00,22.79,94.91666666666669,2794.67,135.0,2682.46,0.0083333333333333,0.0,114.78333333333336,98.05833333333334,32.5,0.0,-22.79
2023-09-27 20:00:00,0.0,87.91666666666667,4504.82,133.0,4371.82,0.0,0.0,0.0,0.0,30.60833333333333,0.0,0.0
2023-09-27 21:00:00,0.0,79.41666666666667,4788.28,-57.0,4845.28,0.0,0.0,0.0,0.0,30.15,0.0,0.0
2023-09-27 22:00:00,0.0,71.16666666666667,5038.48,12.0,5026.48,0.0,0.0,0.0,0.0,29.866666666666664,0.0,0.0
2023-09-27 23:00:00,0.0,64.25,2220.53,109.0,2111.53,0.0,0.0,0.0,0.0,29.633333333333336,0.0,0.0
2023-09-28 00:00:00,0.0,61.833333333333336,1397.36,149.0,1248.36,0.0,0.0,0.0,0.0,29.15,0.0,0.0
2023-09-28 01:00:00,0.0,59.75,762.5600000000001,-47.0,809.5600000000001,0.0,0.0,0.0,0.0,28.96666666666667,0.0,0.0
2023-09-28 02:00:00,0.0,57.833333333333336,1361.25,44.0,1317.25,0.0,0.0,0.0,0.0,28.925,0.0,0.0
2023-09-28 03:00:00,0.0,55.75,757.5,-194.0,951.5,0.0,0.0,0.0,0.0,28.875,0.0,0.0
2023-09-28 04:00:00,0.0,53.333333333333336,1226.91,-22.0,1248.91,0.0,0.0,0.0,0.0,28.816666666666663,0.0,0.0
2023-09-28 05:00:00,0.0,50.083333333333336,879.25,-153.0,1032.25,0.0,0.0,0.0,0.0,28.991666666666664,0.0,0.0
2023-09-28 06:00:00,19.28,46.66666666666666,1692.96,5.0,1707.24,0.0083333333333333,0.0,120.8,97.51666666666668,28.925,628.9941176470588,609.7141176470589
2023-09-28 07:00:00,2677.86,45.0,-571.12,271.0,1835.74,0.5166666666666667,0.3666666666666667,257.89166666666665,187.65,30.275,1911.7823529411764,-766.0776470588237
2023-09-28 08:00:00,16585.97,50.91666666666666,-12782.03,843.0,2960.94,2.3666666666666667,1.25,477.1666666666667,202.625,34.041666666666664,3042.1588235294116,-13543.81117647059
