Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2024-12-20 00:00:00,0.0,35.5,1498.6,27.0,1471.6,0.0,0.0,0.0,0.0,20.258333333333333,0.0,0.0
2024-12-20 01:00:00,0.0,33.666666666666664,1617.84,15.0,1602.84,0.0,0.0,0.0,0.0,20.2,0.0,0.0
2024-12-20 02:00:00,0.0,31.75,1489.2,34.0,1455.2,0.0,0.0,0.0,0.0,20.10833333333333,0.0,0.0
2024-12-20 03:00:00,0.0,29.58333333333333,1484.4,54.0,1430.4,0.0,0.0,0.0,0.0,20.025,0.0,0.0
2024-12-20 04:00:00,0.0,26.25,1481.68,70.0,1411.68,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2024-12-20 05:00:00,0.0,23.33333333333333,1571.21,50.0,1521.21,0.0,0.0,0.0,0.0,19.95833333333333,0.0,0.0
2024-12-20 06:00:00,0.0,20.916666666666668,1476.28,74.0,1402.28,0.0,0.0,0.0,0.0,19.9,0.0,0.0
2024-12-20 07:00:00,0.0,18.25,1594.01,-10.0,1604.01,0.0,0.0,0.0,0.0,19.95,0.0,0.0
2024-12-20 08:00:00,12.78,16.0,1619.81,24.0,1608.59,0.0083333333333333,0.0,210.5,141.51666666666668,19.98333333333333,1653.4094117647057,1640.6294117647058
2024-12-20 09:00:00,986.56,14.083333333333334,148.66000000000005,-65.0,1200.22,0.1583333333333333,0.0166666666666666,453.01666666666665,500.4916666666666,20.45,2595.0470588235294,1608.4870588235294
2024-12-20 10:00:00,4862.79,15.25,-3882.9,21.0,958.89,0.5,0.2833333333333333,458.3333333333333,622.025,21.741666666666664,2996.1258823529406,-1866.6641176470594
2024-12-20 11:00:00,11004.9,20.08333333333333,-9697.42,2.0,1305.48,1.0,0.7000000000000001,471.2,631.6166666666667,23.166666666666668,3759.192941176471,-7245.707058823529
2024-12-20 12:00:00,18511.54,35.583333333333336,-17477.01,-32.0,1066.53,1.575,1.2416666666666667,470.2833333333333,637.6583333333333,25.808333333333334,2898.4411764705887,-15613.098823529412
2024-12-20 13:00:00,10497.53,48.41666666666666,-9580.89,-27.0,943.64,0.8666666666666667,0.75,465.0833333333333,625.725,25.85833333333333,2416.356470588235,-8081.173529411766
2024-12-20 14:00:00,9304.23,58.583333333333336,-8111.37,1.0,1191.86,0.8083333333333332,0.6333333333333333,468.4583333333333,625.75,25.666666666666668,1146.9588235294116,-8157.271176470588
2024-12-20 15:00:00,10188.11,68.08333333333333,-8955.94,128.0,1104.17,0.7166666666666667,0.8166666666666668,458.3333333333333,632.1,25.75,0.0,-10188.11
2024-12-20 16:00:00,1388.53,73.0,-66.65999999999997,-1.0,1322.87,0.2416666666666666,0.0083333333333333,454.60833333333335,583.6999999999999,24.391666666666666,0.0,-1388.53
2024-12-20 17:00:00,239.8,72.08333333333333,1469.7,39.0,1670.5,0.0666666666666666,0.0,299.2916666666667,198.58333333333331,22.491666666666664,0.0,-239.8
2024-12-20 18:00:00,0.0,70.16666666666667,1435.44,28.0,1407.44,0.0,0.0,0.0,0.0,21.383333333333336,0.0,0.0
2024-12-20 19:00:00,0.0,68.33333333333333,1592.31,41.0,1551.31,0.0,0.0,0.0,0.0,20.825,0.0,0.0
2024-12-20 20:00:00,0.0,66.5,1145.55,-73.0,1218.55,0.0,0.0,0.0,0.0,20.616666666666667,0.0,0.0
2024-12-20 21:00:00,0.0,64.58333333333333,1393.41,28.0,1365.41,0.0,0.0,0.0,0.0,20.475,0.0,0.0
2024-12-20 22:00:00,0.0,62.75,1135.05,-74.0,1209.05,0.0,0.0,0.0,0.0,20.4,0.0,0.0
2024-12-20 23:00:00,0.0,61.0,1352.2,42.0,1310.2,0.0,0.0,0.0,0.0,20.28333333333333,0.0,0.0
2024-12-21 00:00:00,0.0,59.083333333333336,1508.08,43.0,1465.08,0.0,0.0,0.0,0.0,20.183333333333334,0.0,0.0
2024-12-21 01:00:00,0.0,57.25,1444.14,59.0,1385.14,0.0,0.0,0.0,0.0,20.1,0.0,0.0
2024-12-21 02:00:00,0.0,55.41666666666666,1506.16,80.0,1426.16,0.0,0.0,0.0,0.0,20.008333333333333,0.0,0.0
2024-12-21 03:00:00,0.0,53.5,1411.1,-75.0,1486.1,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2024-12-21 04:00:00,0.0,51.75,1379.71,-22.0,1401.71,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2024-12-21 05:00:00,0.0,49.91666666666666,1379.12,12.0,1367.12,0.0,0.0,0.0,0.0,19.966666666666665,0.0,0.0
2024-12-21 06:00:00,0.0,48.0,1534.41,27.0,1507.41,0.0,0.0,0.0,0.0,19.883333333333333,0.0,0.0
2024-12-21 07:00:00,0.0,46.25,1346.75,-5.0,1351.75,0.0,0.0,0.0,0.0,19.883333333333333,0.0,0.0
2024-12-21 08:00:00,126.97,44.41666666666666,1346.08,-38.0,1511.05,0.0333333333333333,0.0,223.9,175.07500000000002,19.85833333333333,1133.2264705882353,1006.2564705882353
2024-12-21 09:00:00,1749.02,43.16666666666666,-323.69,30.0,1395.33,0.2833333333333333,0.025,462.89166666666665,583.0916666666667,20.466666666666665,1773.4694117647055,24.449411764705474
2024-12-21 10:00:00,6143.76,47.16666666666666,-5075.62,63.0,1005.14,0.7000000000000001,0.2916666666666667,470.5833333333333,621.275,21.933333333333334,1924.6282352941178,-4219.131764705882
2024-12-21 11:00:00,11213.26,54.833333333333336,-9726.17,33.0,1454.09,0.9916666666666668,0.75,469.075,623.6583333333333,23.15833333333333,2163.964117647059,-9049.29588235294
2024-12-21 12:00:00,26147.21,72.41666666666667,-23268.05,1692.0,1187.16,2.45,1.5333333333333332,480.64166666666665,649.9416666666667,26.45833333333333,2407.153529411765,-23740.056470588235
2024-12-21 13:00:00,26722.57,84.41666666666667,-1581.4299999999998,25.0,25116.14,1.6,2.275,474.6666666666667,640.5416666666666,29.375,2014.7241176470582,-24707.84588235294
2024-12-21 14:00:00,14572.18,81.91666666666667,9498.93,-150.0,24221.11,1.125,1.0916666666666666,469.8333333333333,626.5,29.2,1218.9817647058824,-13353.198235294118
2024-12-21 15:00:00,5757.07,64.33333333333333,17561.78,-44.0,23362.85,0.5499999999999999,0.3666666666666667,459.15,620.7916666666666,29.116666666666664,0.0,-5757.07
2024-12-21 16:00:00,3090.38,44.66666666666666,18894.84,9.0,21976.22,0.325,0.175,458.025,625.7583333333333,28.566666666666663,0.0,-3090.38
2024-12-21 17:00:00,489.45,20.916666666666668,19350.44,-3927.0,23766.89,0.1166666666666666,0.0,333.8583333333333,341.6,27.933333333333334,0.0,-489.45
