Timestamp,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C),AVG,Difference
2024-05-03 00:00:00,0.0,5.0,0.0,-6003.0,6003.0,0.0,0.0,0.0,0.0,28.21666666666667,0.0,0.0
2024-05-03 01:00:00,0.0,5.0,0.0,-5351.0,5351.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0
2024-05-03 02:00:00,0.0,5.0,0.0,-4670.0,4670.0,0.0,0.0,0.0,0.0,27.183333333333334,0.0,0.0
2024-05-03 03:00:00,0.0,5.0,0.0,-5225.0,5225.0,0.0,0.0,0.0,0.0,26.875,0.0,0.0
2024-05-03 04:00:00,0.0,5.0,0.0,-6219.0,6219.0,0.0,0.0,173.00833333333333,292.9916666666666,26.666666666666668,1.5805882352941174,1.5805882352941174
2024-05-03 05:00:00,2734.55,5.0,-152.82,-6025.0,8606.73,0.125,0.3,427.9,535.2416666666667,27.33333333333333,473.8,-2260.75
2024-05-03 06:00:00,6660.29,5.0,-178.91,-18758.0,25239.38,0.3999999999999999,0.6416666666666667,536.4666666666667,531.5749999999999,28.9,2003.51,-4656.78
2024-05-03 07:00:00,11804.29,5.5,-3726.91,-2946.0,11023.38,0.7833333333333333,1.05,536.15,536.8916666666667,30.3,3567.9511764705876,-8236.338823529413
2024-05-03 08:00:00,12001.79,8.166666666666666,-3073.67,-2549.0,11477.12,0.7999999999999999,1.05,538.5583333333333,536.4416666666667,31.45,5370.563529411765,-6631.226470588236
2024-05-03 09:00:00,37316.56,14.333333333333334,-17539.39,1091.0,18686.17,2.608333333333333,2.95,560.4833333333333,550.9,34.56666666666667,5894.0358823529405,-31422.52411764706
2024-05-03 10:00:00,33055.76,25.666666666666668,-23469.44,1276.0,8310.32,2.308333333333333,2.625,556.1916666666667,546.8416666666667,36.85,5023.388823529412,-28032.37117647059
2024-05-03 11:00:00,36881.68,44.16666666666666,-26421.94,1180.0,9279.74,2.6,2.958333333333333,554.5083333333333,547.3833333333333,39.5,5290.060588235295,-31591.619411764706
2024-05-03 12:00:00,32957.25,55.91666666666666,-21716.85,1121.0,10119.4,2.308333333333333,2.6416666666666666,555.2916666666666,549.725,38.80833333333333,6168.80705882353,-26788.442941176472
2024-05-03 13:00:00,17901.88,64.75,-6989.49,1160.0,9752.39,1.2166666666666666,1.5,548.6833333333333,542.1,36.85833333333333,5550.865294117648,-12351.014705882353
2024-05-03 14:00:00,25071.54,65.5,5627.73,941.0,29758.27,1.7833333333333332,2.0500000000000003,543.5416666666666,544.1916666666667,38.85833333333333,4255.287647058824,-20816.252352941177
2024-05-03 15:00:00,13750.27,64.75,-1418.38,1551.0,10780.89,0.9416666666666668,1.1833333333333331,543.4,533.525,37.575,3550.3135294117646,-10199.956470588237
2024-05-03 16:00:00,5846.93,61.583333333333336,7589.38,1188.0,12248.31,0.35,0.5666666666666667,532.975,532.1333333333333,34.25833333333333,1826.3017647058823,-4020.628235294118
2024-05-03 17:00:00,7582.08,58.25,5082.95,1054.0,11611.03,0.4583333333333333,0.725,541.5500000000001,529.8916666666667,32.916666666666664,492.93235294117636,-7089.147647058823
2024-05-03 18:00:00,3965.34,51.41666666666666,21216.79,1336.0,23846.13,0.225,0.4083333333333334,518.025,523.3166666666667,33.95,2.4894117647058818,-3962.8505882352943
2024-05-03 19:00:00,214.66,39.5,12429.62,1792.0,10852.28,0.0,0.0333333333333333,249.64166666666665,419.2,33.11666666666667,0.0,-214.66
2024-05-03 20:00:00,0.0,31.5,12038.11,1119.0,10919.11,0.0,0.0,40.85833333333333,42.6,31.34166666666667,0.0,0.0
2024-05-03 21:00:00,0.0,23.5,12704.44,1251.0,11453.44,0.0,0.0,0.0,0.0,30.641666666666666,0.0,0.0
2024-05-03 22:00:00,0.0,15.75,12699.51,1303.0,11396.51,0.0,0.0,0.0,0.0,30.141666666666666,0.0,0.0
2024-05-03 23:00:00,0.0,9.25,6870.22,1212.0,5658.22,0.0,0.0,0.0,0.0,29.058333333333334,0.0,0.0
2024-05-04 00:00:00,0.0,5.333333333333333,2151.63,-4701.0,6852.63,0.0,0.0,0.0,0.0,27.641666666666666,0.0,0.0
2024-05-04 01:00:00,0.0,5.0,0.0,-4261.0,4261.0,0.0,0.0,0.0,0.0,25.875,0.0,0.0
2024-05-04 02:00:00,0.0,5.0,0.0,-4706.0,4706.0,0.0,0.0,0.0,0.0,25.008333333333336,0.0,0.0
2024-05-04 03:00:00,0.0,5.0,0.0,-30678.0,30678.0,0.0,0.0,0.0,0.0,24.65,0.0,0.0
2024-05-04 04:00:00,50.43,5.0,0.0,-5462.0,5512.43,0.0,0.0083333333333333,187.09166666666667,346.5833333333333,24.891666666666666,5.108235294117647,-45.32176470588235
2024-05-04 05:00:00,2990.63,5.0,-25.36,-1893.0,4858.27,0.15,0.3166666666666666,416.575,536.8666666666667,25.15,553.5029411764706,-2437.1270588235293
2024-05-04 06:00:00,21215.69,7.5,-9627.92,-2582.0,14169.77,2.1750000000000003,1.35,485.06666666666666,552.1166666666667,28.23333333333333,2221.9158823529415,-18993.77411764706
